Generated_SELFIES	Generated_SMILES	Ground_Truth_SELFIES
[C][C][C][=Branch1][C][=O][C][C][C][=C][C][=C][Branch1][Branch1][C][=C][C][Ring1][#Branch1][=O][C][=Branch1][C][=O][O][Ring1][Branch1][C][C][O]	CCC(=O)CCC1=CC=C(C=CC12)OC(=O)O2	[C][C][=Branch2][Branch1][Branch1][=C][C][C][/C][=Branch2][Ring2][=N][=C][/C][C][/C][=Branch2][Ring2][Branch1][=C][/C][C][/C][=Branch2][Ring1][=N][=C][/C][C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][Ring1][N][Branch1][Ring2][O][Ring1][=N][C][/C][/C][/C][C]
[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][Branch1][=Branch1][C][=Branch1][C][=O][N][N][C][=C][Ring1][=N][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][Cl]	C12=CC=C(C=C1)N(C(=O)N)NC3=C2C=C(C=C3)Cl	[C][=C][C][=Branch1][#C][=C][Branch1][O][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][N][Cl][Cl]
[C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C@H1][Branch2][Ring1][Branch1][C][C][O][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C][C][C]	CCCCCCCCCCCCCC(=O)O[C@H1]CCOCOP(=O)([O-1])OCCC	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C@H1][Branch2][Ring1][C][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C][C@H1][Branch1][Ring1][C][O][O][O]
[C][Branch2][Ring1][=N][C@H1][Branch2][Ring1][Ring1][=Branch2][C@@H1][Branch2][Ring1][Ring2][C@@H1][Branch1][S][C@H1][Branch1][Ring2][O][P][=Branch1][C][=O][Branch1][C][O][O][O][O][O][O][O]	C([C@H1][C@@H1][C@@H1]([C@H1](OP=O)COOOOO)O)O	[C][Branch2][Ring1][=N][C@H1][Branch2][Ring1][Branch2][C@H1][Branch2][Ring1][Ring1][C@@H1][Branch1][#C][C@@H1][Branch1][O][C][O][P][=Branch1][C][=O][Branch1][C][O][O][O][O][O][O][O]
[C][C][Branch1][C][C][C][=Branch1][C][=O][O-1][N]	CC(C)C(=O)[O-1]	[C][N][C][C][C][C][=Branch1][C][=O][O-1]
[C][C][=C][Branch2][=Branch1][Branch1][C][=C][C][=N][C][=Branch2][Branch1][#C][C][=Branch2][Ring2][Branch1][=C][Branch2][Branch1][=C][C][=C][C][=Branch2][Ring2][=Branch2][Ring2][C][C][=Branch2][Ring1][C][=C][C][=C][Branch1][Branch2][C][=Branch1][Ring2][Ring1][C][=C][C][=Branch1][Ring2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Ring2][Ring2][Ring1][Branch1][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][O][C][C][O]	CC=CC=CC=NCC=CC=C=CCCCC(=O)OCOCCO	[C][C][=C][Branch2][=Branch1][=Branch1][C][=C][C][=N][C][=Branch2][Ring2][#C][=C][C][=C][Branch2][Ring2][Branch2][C][=Branch2][Ring2][C][=C][Branch1][Ring2][N-1][Ring1][Branch1][C][=C][C][=Branch2][Ring1][Branch1][=C][Branch1][S][C][=Branch1][Ring2][=N][Ring1][Branch1][C][=C][Ring2][Ring1][Branch1][N-1][Ring2][Ring1][Ring2][C][=C][C][C][=C][C][C][=Branch1][N][=C][Ring2][Ring1][#Branch2][C][C][C][=Branch1][C][=O][O][C][C][C][C][=Branch1][C][=O][O].[Fe+3]
[C][S][=Branch1][C][=O][=Branch1][C][=C][C][/O][=Branch1][C][=N][C][C][=Branch1][=Branch1][=N][C][=Branch1][Ring2][=N][Ring1][=Branch2][S][C@H1][C@@H1][Branch1][P][C@H1][Branch1][=N][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][O][O][O]	CS(=O)(=C)C1/OC=NCC(=NC=N1)S[C@H1]2[C@@H1]([C@H1]([C@@H1]([C@H1](O2)CO)O)O)OO	[C][S][=Branch1][C][=O][C][=C][C][C][/C][=Branch1][#Branch2][=N][/S][=Branch1][C][=O][=Branch1][C][=O][O][/S][C@H1][C@@H1][Branch1][P][C@H1][Branch1][=N][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][O][O]
[C][O][C][=Branch1][C][=O][C][C][Branch1][Branch1][C][C][Ring1][=Branch1][O]	COC(=O)CC(CC)O	[C][O][C][=Branch1][C][=O][C][C][C][C][Branch1][Branch1][C][N][Ring1][=Branch1][O]
[C][C][C][C][C][Branch1][Branch2][C][=Branch1][C][=O][C][=C][Branch1][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=Branch1][C][=O][N][C][=Branch1][C][=O][C][C@@H1][C][=Branch1][C][=O][N][C][C]	CCCCC(C(=O)C=CC=CC(=O)C(=O)N)C(=O)C[C@@H1]C(=O)NCC	[C][C][C][N][Branch1][Ring2][C][C][C][C][=Branch1][C][=O][C@H1][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1]
[C][C][=C][C][=Branch1][C][=C][Branch2][Branch1][Branch1][C][O][Ring1][=Branch1][C][O][O][C][C@@H1][C][C@H1][Branch2][Ring2][S][C@H1][Branch1][Ring2][O][Branch1][Branch1][C][Ring1][=Branch1][O][O][C@@H1][C@H1][Branch1][Ring2][C@@H1][Ring1][=Branch1][C@H1][Branch1][C][=C][Branch1][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][O][C][=C][C][Ring1][=Branch1][=O][C][=C][C][=C][C][O][C][=Branch1][O][C]	CC1=CC(=C)CO1	[C][C][=C][Branch2][Branch1][O][C][=Branch2][Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][O][C@@H1][Branch2][Ring1][S][C][C@@H1][Ring1][=Branch1][O][C@@H1][C@H1][Branch1][P][C@@H1][Branch1][=N][C@H1][Branch1][Branch2][O][C@H1][Ring1][=Branch1][O][Ring1][#C][C][O][O][O][C][=Branch1][C][=O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][C][O]
[C][Branch1][O][C][S][NH3+1][C][=Branch1][C][=O][NH3+1]	CCS[NH3+1]	[C][Branch1][Ring1][C][S][NH3+1]
[C][C@H1][Branch1][=Branch2][C][C][C][C][Branch1][C][C][C][C@H1][C][C][C@@H1][C@@][Ring1][Branch1][Branch2][Ring1][=N][C][C][C@H1][C@H1][Ring1][=Branch1][C][C][C@@H1][C@@][Ring1][=Branch1][Branch1][#Branch2][C][C][C@@H1][Branch1][Ring2][C][Ring1][=Branch1][O][C][O][O][C][C]	C[C@H1](CCCC(C)C)[C@H1]1CC[C@@H1]2[C@@]1CC[C@H1]3[C@H1]2CC[C@@H1]4[C@@]3(CC[C@@H1](C4)O)COOCC	[C][C@H1][Branch1][=Branch2][C][C][C][C][Branch1][C][C][C][C@H1][C][C][C@@H1][C@@][Ring1][Branch1][Branch2][Ring1][=C][C][C][C@H1][C@H1][Ring1][=Branch1][C][C@@H1][C@][Branch1][S][C@@][Ring1][=Branch1][Branch1][#Branch2][C][C][C@@H1][Branch1][Ring2][C][Ring1][=Branch1][O][C][O][Ring1][#Branch2][C]
[C][C@H1][Branch1][=N][C][C][C][C@@H1][Branch1][Branch1][C][C][=Branch1][C][=O][O-1][C@H1][C][C][C@@][Ring1][Branch1][Branch2][Branch2][Ring2][N][C][C][C][C][C@@H1][C@H1][Ring1][P][C@@H1][Branch2][Ring1][=Branch1][C][C][C@H1][C@@][Ring1][=Branch1][Branch1][=C][C][C][C][C][C@H1][Branch1][Branch2][C@@H1][C][Ring1][=Branch1][O][O][O][C]	C[C@H1](CCC1[C@@H1](CC=O)[O-1])[C@H1]CC[C@@]NCCCC[C@@H1][C@H1]1[C@@H1](CC[C@H1][C@@]CC2CC[C@H1][C@@H1]C2OOO)C	[C][C@H1][Branch1][S][C][C][C][Branch1][#Branch2][C][Branch1][C][C][C][=Branch1][C][=O][O-1][O][C@H1][C][C][C@@H1][C@@][Ring1][Branch1][Branch2][Ring1][P][C@H1][Branch2][Ring1][N][C][C@H1][C@H1][Ring1][=Branch1][C@@H1][Branch2][Ring1][C][C][C@H1][C@@][Ring1][=Branch1][Branch1][#Branch2][C][C][C@H1][Branch1][Ring2][C][Ring1][=Branch1][O][C][O][O][C]
[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O]	C1=CC=C(C=C1)C=O	[C][=C][C][=Branch1][=Branch2][=C][C][=C][Ring1][=Branch1][C][C][=O][O]
[C][Branch2][Ring2][O][C@@H1][C@H1][Branch2][Ring2][Branch1][C@@H1][Branch2][Ring1][S][C@H1][Branch2][Ring1][O][C@@H1][Branch1][Ring2][O][Ring1][=Branch1][O][C@H1][C@H1][Branch1][#C][C@H1][Branch1][O][O][C@@H1][Branch1][#Branch1][C@@H1][Ring1][=Branch1][O][O][O][C][O][O][O]	C[C@@H1]1[C@H1][C@@H1]([C@H1]([C@@H1](O1)O[C@H1]2[C@H1]([C@H1](O[C@@H1][C@@H1]2OOO)C)O)O)O	[C][Branch2][Ring2][O][C@@H1][C@H1][Branch2][Ring2][Branch1][C@@H1][Branch2][Ring1][S][C@H1][Branch2][Ring1][O][C@H1][Branch1][Ring2][O][Ring1][=Branch1][O][C@H1][Branch1][#Branch1][C@H1][Branch1][Ring1][C][O][O][C@@H1][Branch1][#Branch1][C@@H1][Branch1][Ring1][C][O][O][O][O][O][O][O]
[C][Branch2][#Branch1][=Branch1][C@@H1][C@H1][Branch2][=Branch1][=N][C@@H1][Branch2][=Branch1][Ring2][C@H1][Branch2][=Branch1][#Branch1][C@H1][Branch1][Ring2][O][Ring1][=Branch1][O][C@@H1][C@@][Branch2][Branch1][Ring1][C@H1][Branch2][Ring2][=N][C@@H1][Branch1][O][C@H1][Branch1][Ring2][O][Ring1][=Branch1][O][O][C@@H1][Branch2][Ring1][C][C@H1][Branch1][=Branch2][C@H1][Branch1][Branch1][C@H1][Ring1][=Branch1][O][C][O][C][O][O][C@H1][Branch1][=N][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][O][O][O][O][O]	C[C@@H1]1[C@H1][C@@H1][C@H1][C@H1](O1)O[C@@H1]2[C@@]([C@H1]([C@@H1][C@H1](O2)OO[C@@H1][C@H1]([C@H1]([C@H1]O)C)OCOO[C@H1][C@@H1]([C@H1](O)CO)O)O)OOOO	[C][C@H1][Branch2][Ring2][=Branch2][C][C][C@H1][Branch2][Ring2][C][C@H1][Branch2][Ring1][=N][C@H1][Branch2][Ring1][Branch2][C][O][C@H1][C@@H1][Branch1][P][C@H1][Branch1][=N][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][O][N][O][O][O][C@H1][C][C][C@][Branch2][Ring2][O][C@H1][Ring1][Branch1][C][C][C@@][Branch2][Ring1][P][C@@H1][Ring1][=Branch1][C][C][C@H1][C@][Ring1][=Branch1][Branch2][Ring1][Ring2][C][C][C@@H1][C@@][Ring1][=Branch1][Branch1][O][C][C][C][C][Ring1][=Branch1][Branch1][C][C][C][C][C][C][C]
[C][C@@][C][C][C@@H1][C@@H1][Branch1][Branch1][C][C][Ring1][=Branch1][O][C][C][C][O][C][=C][C][Branch1][=C][C][C@@H1][C@@H1][Ring1][=Branch1][Branch1][Branch1][C][O][Ring1][S][C][C]	C[C@@]C1C[C@@H1][C@@H1](CC1)OCCCOC2=CCC[C@@H1][C@@H1]2CO	[C][C@@][Branch2][Ring1][P][C][C][C@H1][C@@][Branch2][Ring1][=Branch2][C][C][C][C][Branch1][#C][C@H1][Ring1][=Branch1][C][C][C@@][Ring1][#Branch2][Branch1][Ring2][O][Ring1][=C][C][Branch1][C][C][C][C][C][=C]
[C][C][=C][C][=Branch1][C][=O][C][C@][Branch2][Ring2][=C][C@@H1][Branch1][Ring2][C@H1][Ring1][=Branch1][C][C][Branch1][C][C][C][C][C][=C][Branch2][Ring1][=Branch2][C][C][C@H1][Ring1][=Branch1][C][C][C@H1][Ring1][=Branch1][C][C][C][C][C][C][Branch1][C][C][O][C][=Branch1][C][=O][C][C][O][O][C]	CC=CC(=O)C[C@]([C@@H1]([C@H1])CC(C)CC1C=C(C2C[C@H1]1CC[C@H1]2CCCCCC(C)OC=O)CCO)OC	[C][C][=C][C][C@H1][Branch2][Branch1][Ring2][C@][Branch2][Ring2][=Branch1][C@H1][Ring1][=Branch1][C][C][C@H1][C][=Branch1][C][=C][C][C][C@H1][Branch1][#C][C@][Ring1][#Branch1][Branch1][C][C][C][C][C][=Branch1][C][=O][O][C][C][Branch1][C][C][Branch1][C][C][O][Branch1][C][C][C][C][C][=Branch1][C][=O][O][C][=Branch1][C][=C][C]
[C][C][C][C][C][C][=Branch1][C][=O][N][Ring1][#Branch1][=O][C][C][C][=Branch1][C][=O][O]	CC1CCCC(=O)N1OCCC(=O)O	[C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][C][C][=Branch1][C][=O][N][C@H1][C][C][N][C][Ring1][Branch1][=O]
[C][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][N][C][=C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][Ring1][#Branch2][=N][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1]	C1CCN(CC1)NC=CC2=CC=C(C=C2)C(=O)NC3=NC=CC=C3	[C][C][=C][Branch2][Ring1][S][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][N][C][C][O][C][C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][Branch1][=N][O][Ring1][#Branch1][C][C][C][N][C][C][Ring1][=Branch1]
[C][C@@H1][Branch1][O][C@H1][Branch1][Ring1][C][C][O][P][=Branch1][C][=O][Branch1][C][O][O][O]	C[C@@H1]([C@H1](CC)OP=O)COOO	[C][C@@H1][Branch1][=N][C@H1][Branch1][=Branch2][P][=Branch1][C][=O][Branch1][C][O][O][S][O]
[C][C][Branch1][C][C][Branch1][C][C][=Branch1][C][=O][S][C][N][C][=Branch1][C][=O][C][C][C][N][C][=Branch1][C][=O][C@@H1][C@@H1][Branch2][=Branch1][Ring2][C][C][Branch1][C][C][O][P][=Branch1][C][=O][Branch1][C][O][O][=Branch1][C][O][P][=Branch1][C][=O][Branch1][C][O][C][C@@H1][C@H1][Branch2][Ring1][N][C@H1][Branch2][Ring1][#Branch1][C@@H1][Branch1][Ring2][O][Ring1][Branch1][N][C][=N][C][=C][Branch1][=Branch2][N][=C][N][=C][Ring1][=Branch1][Ring1][=Branch2][N][O][P][=Branch1][C][Branch1][C][O][O][O]	CC(C)(C)C=O	[C][C][Branch1][C][C][Branch2][Branch1][=N][C][O][P][=Branch1][C][=O][Branch1][C][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C][C@@H1][C@H1][Branch2][Ring1][N][C@H1][Branch2][Ring1][#Branch1][C@@H1][Branch1][Ring2][O][Ring1][Branch1][N][C][=N][C][=C][Branch1][=Branch2][N][=C][N][=C][Ring1][=Branch1][Ring1][=Branch2][N][O][O][P][=Branch1][C][=O][Branch1][C][O][O][C@H1][Branch2][Ring1][#C][C][=Branch1][C][=O][N][C][C][C][=Branch1][C][=O][N][C][C][S][C][=Branch1][C][=O][C][C][C][N+1][Branch1][C][C][Branch1][C][C][C][O]
[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C@@H1][Branch2][Ring2][Branch1][C][=Branch1][C][S][C][=O][O][N][C][=Branch1][C][=O][N][C@@H1][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][N][C][=Branch1][C][=O][O][C][C][N][C][=C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N]	C1=CC=C(C=C1)C[C@@H1](C(S)C2=O)C=C(C=C2)N	[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C@@H1][Branch1][N][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C@H1][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C@H1][Branch1][Ring1][C][S][N]
[C][Branch1][S][C][S][C][C][=Branch1][C][=O][O][N][P][=Branch1][C][=O][O]	CCSCC(=O)ONP(=O)O	[C][Branch1][O][C][S][P][=Branch1][C][=O][Branch1][C][O][O][N]
[C][C][C][C][C][C][C][Branch1][=Branch1][C][=O][O][C][C][C][C@H1][C][C][C@@H1][C@@][Ring1][Branch1][Branch2][Ring2][S][C][C][C@H1][C][C][C@@H1][C@@][Ring1][=Branch1][C][=C][C][=C][Ring1][=Branch1][C][C][C@@H1][Branch1][C][C][Branch1][Ring2][C][Ring1][=Branch1][O][C][C][C]	CCCCCCC(C=O)C[C@H1]1CC[C@@H1][C@@]1CC2[C@H1]CC[C@@H1]3[C@@]2C=CC=C3C4C[C@@H1]4C	[C][C][C][C][C][C][=Branch1][C][=O][O][C@H1][C][C][C@@][Branch2][Ring2][O][C@H1][C][C][C@][Branch2][Ring2][Ring1][C@H1][Branch1][N][C@@H1][Ring1][=Branch1][C][C][=C][Ring1][#Branch2][C][Ring1][=C][C][C][C@@H1][Ring1][#Branch2][C@H1][Branch1][C][C][C][C][C@@H1][Branch1][=Branch1][C][Branch1][C][C][C][O][C][C]
[C][C][C@@H1][C@H1][Branch2][Branch1][=Branch1][C][Branch2][Branch1][=Branch1][C@H1][Branch2][Ring2][S][C@@H1][Branch1][=Branch1][C@][Branch2][Ring1][#Branch1][C][C@@H1][C@@][Ring1][#Branch1][Branch2][Ring2][Branch2][C][C][=Branch1][C][=C][C][=C][Ring1][=Branch1][C][O][C][=C][Branch1][Ring1][C][C@@H1][Branch1][Ring2][O][Ring1][O][O][C][=Branch1][C][=O][C][O][C][C][C][=Branch1][C][=O][C][O][O]	C1C[C@@H1][C@H1]C2[C@H1][C@@H1][C@]C[C@@H1][C@@]23CC(=C)C=C3COC=C1C[C@@H1]	[C][C@][C][C][C@H1][C@H1][Branch2][Ring1][=Branch1][C@][Ring1][=Branch1][Branch1][S][C][C][C@@H1][Ring1][=Branch2][C][=C][C][=Branch1][C][=O][O][C][Ring1][=Branch1][O][C][C][C][=C][C@@H1][C@@H1][Branch1][=Branch2][C][C@][Ring2][Ring1][Branch1][Ring1][=Branch1][C][O][C@][Branch1][#C][C@H1][Branch1][#Branch2][C][C][O][C@H1][Ring1][=Branch1][O][Ring1][=N][O][C][O]
[C][C][=Branch1][C][=O][N][C@@H1][C@H1][Branch2][#C][P][C@@H1][Branch2][#Branch2][Branch1][C@H1][Branch2][Ring1][#C][O][C@H1][Ring1][=Branch1][O][C@@H1][C@H1][Branch2][=C][Branch1][C@@H1][Branch2][Ring1][#C][C@@H1][Branch1][Branch1][C@H1][Ring1][=Branch1][O][N][C][=Branch1][C][=O][C][C@H1][C@H1][Branch2][Ring2][#Branch2][C@@H1][Branch2][=N][=C][C@@H1][Branch1][=Branch2][C@@H1][Branch1][Ring2][O][Ring1][=Branch1][O][C][O][C@H1][C@@H1][Branch1][P][C@H1][Branch2][=N][#Branch1][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][C@H1][C@@H1][C@@H1][Branch2][Branch1][#Branch1][C@H1][Branch1][Branch1][C@H1][Branch1][O][Ring1][=Branch1][C][=Branch1][C][=O][O][O][C][O][C@H1][C@@H1][=C][C@H1][Branch1][P][C@H1][Branch1][=N][=Branch2][C@H1][Branch1][Ring2][C@H1][=Branch2][O][Ring1][=Branch1][O][O][C][O][C][O][O][O][C][O][Branch1][Branch1][O][Ring1][C@@H1][C@H1][Branch1][O][O][C][O][O][Branch1][O][Ring2][=Branch1][O][C@@H1][C@H1][C][C@H1][C@H1][C@H1][C@@H1][O][Ring1][C@H1][Branch1][C][O][C][C][O][Branch1][C@H1][C@@H1][=Branch2][O][Branch1][Ring1][Branch1][C@@H1][O][=Branch1][Ring1][O][Branch1][Branch1][Branch1][P][O][O][C][C][C][C][C][O][=Branch1][C@H1][N][C@@H1][C][O][O][O][C][C][=Branch1][Branch1][O][N][O][C][C][=Branch1][=Branch1][O][C][O][O][=O][C][C][C][C][=O][C][O][C][O][O][O]	CC(=O)N[C@@H1]1[C@H1][C@@H1][C@H1]O[C@H1]1O[C@@H1][C@H1][C@@H1][C@@H1]([C@H1]O)NC(=O)C[C@H1]2[C@H1][C@@H1][C@@H1]([C@@H1](O2)OC)O[C@H1]3[C@@H1][C@H1][C@@H1]([C@H1](O3)CO)O[C@H1][C@@H1][C@@H1][C@H1]([C@H1])[C@H1][C@@H1]=C[C@H1][C@H1][C@H1][C@H1]OOCOCOOOCOO	[C][C@H1][C@H1][Branch3][Ring1][Ring1][Ring2][C@H1][Branch3][Ring1][C][=C][C@@H1][Branch3][Ring1][C][Branch2][C@@H1][Branch1][Ring2][O][Ring1][=Branch1][O][C][C@@H1][C@H1][Branch2][Ring1][Branch1][C@@H1][Branch1][P][C@H1][Branch1][Branch2][C][Branch1][Ring2][O][Ring1][=Branch1][O][N][C][=Branch1][C][=O][C][O][O][C@H1][C@@H1][Branch2][#C][O][C@H1][Branch2][#C][=Branch1][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][C@H1][C@H1][Branch2][=C][Ring2][C@H1][Branch2][=Branch2][Ring2][C@@H1][Branch2][#Branch1][Branch1][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][C@@H1][C@H1][Branch2][Ring2][=N][C@H1][Branch2][Ring2][Branch2][C@@H1][Branch2][Ring2][Ring1][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][C@H1][C@@H1][Branch1][P][C@H1][Branch1][=N][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][O][N][C][=Branch1][C][=O][C][O][O][O][C@H1][C@@H1][Branch1][P][C@H1][Branch1][=N][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][O][N][C][=Branch1][C][=O][C][O][C@H1][C@@H1][Branch1][P][C@H1][Branch1][=N][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][O][N][C][=Branch1][C][=O][C][O][C@@H1][C@H1][Branch2][Ring2][N][C@H1][Branch2][Ring2][#Branch1][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][C@H1][C@@H1][Branch1][P][C@H1][Branch1][=N][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][O][N][C][=Branch1][C][=O][C][O][O][C@H1][C@@H1][Branch1][P][C@H1][Branch1][=N][C@@H1][Branch1][=Branch2][C@H1][Branch1][Ring2][O][Ring1][=Branch1][C][O][O][O][N][C][=Branch1][C][=O][C][O][O][N][C][=Branch1][C][=O][C][O][O][O]
[C][C][Branch1][C][C][Branch1][C][C][N][Ring1][C][C][N][C][C][=Branch1][C][=O][N][Branch1][Branch1][C][C][Branch1][Ring1][C][C][Branch1][C][Branch1][C][C][C][C][C][C][Branch1][C][F][F][F][F][C][C]	CC(C)(C1)N1CNCC(=O)N(CCCC)C(C)CCCC(F)F	[C][C][Branch1][C][C][Branch1][C][C][Si][Branch1][C][C][Branch1][C][C][N][Branch1][C][C][C][=Branch1][C][=O][C][Branch1][C][F][Branch1][C][F][F]
[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C@H1][Branch2][Ring1][Branch1][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][N+1][Branch1][C][C][Branch1][C][C][C][C][C][C][C]	CCCCCCCCCCCCCCCC(=O)OC[C@H1](COP(=O)([O-1])O[N+1](C)(C)CCC)CC	[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C@H1][Branch1][Ring1][C][O][C][O][P][=Branch1][C][=O][Branch1][C][O-1][O][C][C][N+1][Branch1][C][C][Branch1][C][C][C]
[C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][N]	CC(C(=O)O)N	[C][Branch1][Ring1][C][N][C][=Branch1][C][=O][O]
[C][C][C][C][C][C][=C][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][Ring1][#Branch1]	CCCCCC=CC(=O)COC(=O)C	[C][C][C][C][C][Branch1][=Branch2][C][C][=Branch1][C][=O][O][Ring1][Branch2][C][=Branch1][C][=C][C]
[O][Branch1][=Branch1][C][=Branch1][C][=O][O][O].[Na+1][As][=Branch1][C][=O].[Na+1]	O(C(=O)O)O.[Na+1][As]=O.[Na+1]	[O].[O].[O].[O].[O].[O-1][Se][=Branch1][C][=O][O-1].[Na+1].[Na+1]
[C][=Branch1][C].[Ti+2]	C.[Ti+2]	[C][C][C][C@H1][Branch1][Branch2][C@@H1][Branch1][Ring2][C][Ring1][=Branch1][N][N].[C][=Branch1][C][=O][Branch1][=Branch1][C][=Branch1][C][=O][O][O].[Pt+2]
[C][C@H1][C@H1][Ring2][=Branch2][C][C][C@@][Branch2][Ring2][Ring2][C][C@@H1][Ring1][=Branch1][C@@H1][Branch2][Ring1][#Branch1][C@][C@H1][Ring1][Branch1][C][C][C@][Branch1][=Branch1][C@@H1][Ring1][=Branch2][Ring1][=Branch2][=C][C][=Branch1][C][=C][C][=O][O][O][C][=Branch1][C][=O][O]	C1[C@H1]2[C@H1]1C[C@@](C34[C@@H1]2[C@@H1]([C@][C@H1]3CC[C@]([C@@H1]4)=CC(=C)C=O)OC=O)O	[C][C@H1][C][C@@][C@@H1][C][C][C@@H1][C][C@][Ring1][=Branch1][Branch1][=Branch1][C][C][Ring1][Branch1][=C][C@H1][Branch2][Ring1][=Branch1][C@@H1][Ring1][N][C@@][Branch1][Branch1][C@H1][Ring1][S][O][Branch1][=Branch2][C][=Branch1][C][=O][O][Ring2][Ring1][C][C][C][=Branch1][C][=O][O]
